,your_best(red)
,<Average Winning Rate>
your_base1,1.0
your_base2,0.6
your_base3,-0.0
baseline,0.6
Num_Win,3.0
Avg_Winning_Rate,0.55
,<Average Scores>
your_base1,8.4
your_base2,2.4
your_base3,0.0
baesline,3.3
Avg_Score,3.5250000000000004
